Time,CDMX,GUERRERO,MORELOS,M�XICO,QUER�TARO,AGUASCALIENTES,CHIHUAHUA,COAHUILA,DURANGO,NUEVO LE�N,SAN LUIS POTOS�,TAMAULIPAS,ZACATECAS,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,COLIMA,GUANAJUATO,JALISCO,MICHOAC�N,NAYARIT,SINALOA,SONORA,CAMPECHE,CHIAPAS,HIDALGO,OAXACA,PUEBLA,QUINTANA ROO,TABASCO,TLAXCALA,VERACRUZ,YUCAT�N,NACIONAL
2009/Aug,2474643,142260,165059,1134171,308849,196895,598934,494285,172987,1099452,274984,534818,125101,605909,115514,97138,585714,1198986,313951,104080,370083,405033,124877,181601,160320,157895,411840,248463,151461,63401,636697,263442,13918843
2009/Jul,2467713,145187,163545,1129271,304025,196308,593931,487776,173298,1092093,276344,530409,124161,604570,115710,96789,584098,1198518,317660,105192,369917,402566,126583,179823,159534,156942,411921,253928,150773,63210,642080,263623,13887498
2009/Jun,2471963,141803,163882,1130042,304424,196390,592924,486088,175065,1088741,276854,531004,124197,596324,116609,96024,583728,1194763,316464,104284,366683,407455,127216,179455,160787,158983,411292,249762,149151,64013,642688,262117,13871175
2009/May,2470353,140966,163610,1127806,303977,196583,593201,486814,175463,1084062,278360,535149,123729,605516,117485,95057,579862,1190262,318091,103363,371323,412032,126484,178816,160820,156995,410505,246254,149446,63971,640308,261469,13868132
2009/Apr,2478607,144913,166479,1131572,304715,197451,595006,493435,174781,1089130,284523,540727,123707,605626,119598,97752,581048,1193947,318869,106031,382468,413934,125076,179367,161338,158599,412427,268492,150895,64294,652813,261988,13979608
2009/Mar,2482461,144918,167440,1136338,304793,197510,599558,494852,174083,1095963,284964,542775,124233,603172,119883,97288,583665,1198805,320629,106748,398677,418444,124175,177583,161780,158665,411821,270648,151087,65184,658394,263290,14039826
2009/Feb,2481301,144417,167223,1135312,305499,198237,604762,498601,172853,1098623,283445,546798,123423,607294,119349,96956,581278,1194715,315745,106817,394982,416667,122586,176597,161162,158731,409532,269006,150916,65614,655171,262889,14026501
2009/Jan,2486751,143265,167371,1143635,307099,199151,617709,505616,172047,1107632,281939,552825,122986,614259,119373,97110,582161,1200192,313316,106372,390376,415901,122510,175946,160381,158195,411740,268545,150488,65107,648788,264316,14073102
2008/Dec,2512557,146016,168168,1153437,309107,202165,631529,513261,172526,1123457,280660,558251,123167,625791,120551,98154,585398,1204590,313221,104612,388867,414390,122897,177354,159535,157555,414798,268124,152521,66787,641850,266821,14178117
2008/Nov,2560545,147100,169904,1183349,320795,208188,653395,536295,176045,1155836,286388,574884,124745,644146,126302,97195,599760,1225338,314835,105195,397885,428621,124309,178101,168763,158738,425662,272679,154731,68960,646335,270229,14505253
2008/Oct,2563836,145358,168320,1185627,324857,209660,664409,541337,177752,1163853,287604,581003,125513,667248,128855,98474,600545,1228030,315860,105843,386477,437975,123854,176360,170143,157027,427286,268157,152115,69738,642261,269193,14564570
2008/Sep,2548003,145513,166944,1185600,324313,209708,673360,541400,177350,1165479,287494,581126,123943,672811,128360,96453,598738,1226715,312781,105823,379533,433635,121982,174574,169510,156470,425081,267951,150407,69437,638504,267349,14526347
2008/Aug,2543205,146139,166031,1179960,321759,209615,675832,542376,178494,1160221,286645,581069,123531,664188,129246,95039,595006,1222971,309218,106342,374416,432288,120827,172779,168618,153012,423465,269926,149417,69077,622610,267671,14460993
2008/Jul,2541397,148659,165611,1178260,320426,209628,678943,541918,180288,1158881,286973,580399,122775,669703,130368,97388,597550,1220144,310791,108982,377298,434348,119921,170133,167320,154572,418393,275603,150574,70136,627477,268152,14483011
2008/Jun,2537057,144800,165902,1176991,319917,209212,685697,542395,180527,1152051,286501,585630,121391,664366,131948,97168,598440,1219272,309165,108142,378918,435508,119851,173236,166905,153506,422212,273295,149468,71448,622787,269202,14472908
2008/May,2523195,145385,167731,1173221,317938,208505,685327,540793,181489,1141010,289146,586794,120581,661813,133577,96338,596502,1216016,310418,108498,379579,440039,119232,172048,166571,153606,421094,273179,148130,71164,627670,267259,14443848
2008/Apr,2519446,144471,168387,1170336,316939,209679,690646,540932,180879,1138028,289946,588908,120245,661808,133360,98121,594268,1218746,312789,109333,391103,443406,120502,172284,166953,152773,423286,274433,149770,71458,639658,267173,14480066
2008/Mar,2507313,143890,167942,1161888,314277,207545,692204,537976,179380,1128821,289470,584498,119218,659794,131106,97731,593285,1214015,309715,107913,393361,439307,120066,170893,165519,152505,419320,272556,146642,69700,636446,266080,14400376
2008/Feb,2507073,144660,167843,1163429,314600,206724,692878,537551,179177,1125910,288867,584610,118565,663385,129722,97772,591525,1214066,307764,108651,391855,443603,119307,169264,165416,153125,418233,270821,145489,69940,639545,264731,14396101
2008/Jan,2490538,143304,166647,1163381,310982,208017,692577,534494,178043,1119000,287513,582618,116618,664901,127924,96888,587586,1206391,305940,106911,388831,441697,117556,167772,163983,151671,415924,265923,143967,69464,634311,263946,14315318
2007/Dec,2501321,144425,166491,1158159,305830,207169,687865,532472,176302,1109303,284758,575193,115453,658913,125330,95970,585378,1194386,304106,101964,383150,427047,117008,169433,160238,152777,414324,256031,141242,68868,621641,265159,14207706
2007/Nov,2550495,145897,168845,1191232,316935,213671,710612,543910,182649,1133187,288134,587328,117801,683821,131621,96842,597342,1219614,307178,104607,380457,441717,119072,171710,165770,155865,424211,266321,145208,72202,635599,269644,14539497
2007/Oct,2526734,142825,166765,1177990,314843,213324,711768,544118,181387,1126213,285635,586008,116900,686431,131031,95992,596328,1210081,303489,102438,372542,443940,118411,170034,163906,154682,421420,260774,144737,71948,630951,268072,14441717
2007/Sep,2506830,140870,165368,1161330,312161,210679,708620,536986,178542,1114484,281884,579079,115654,682228,127097,94430,591680,1196379,300275,100398,363436,436809,117658,169828,163225,151199,416039,257478,142723,70852,623855,265301,14283377
2007/Aug,2497780,140313,164782,1154032,310743,210085,708203,537705,178023,1109613,280124,576559,115639,677030,124906,94721,588746,1191437,300413,101161,358771,431247,116722,169204,161871,149629,415868,259813,141133,71090,622020,264914,14224297
2007/Jul,2488029,141826,163933,1149324,308617,210116,702362,534174,177514,1103995,279109,574385,113686,672598,123520,93997,586949,1186605,299937,101845,357701,430041,115936,166673,159787,149051,413909,264465,140216,70186,611584,264146,14156216
2007/Jun,2477382,139810,164341,1144369,307972,209587,694704,532254,176679,1095735,279079,570821,114103,663888,122734,93818,582635,1181306,297957,102288,355887,431416,117269,167621,159114,148310,411531,261184,139581,70727,610262,264728,14089092
2007/May,2461380,139870,165755,1141522,305240,209347,695958,532204,175224,1093737,282747,572295,112462,665602,122649,93942,579882,1177550,298007,102421,357480,435310,116966,165932,157723,149692,410259,260277,138887,71056,617304,263471,14072151
2007/Apr,2455375,139602,165945,1137002,303543,208786,691122,529612,173262,1089140,282139,574943,111687,662458,120828,94922,575923,1175642,298213,102031,359797,431218,115616,167233,157590,149405,410839,258126,140562,71382,627112,262594,14043649
2007/Mar,2440303,143488,165510,1127161,300652,206779,685568,527613,171252,1084542,280962,572113,111046,658170,119231,93940,574734,1173248,297730,102562,360448,429061,114602,166627,155293,148232,407364,256650,140057,71237,626107,261623,13973905
2007/Feb,2426831,143134,165022,1116083,299395,205371,687395,522490,170135,1078504,280281,572274,109459,655035,118067,93317,571933,1167071,295194,102818,358370,431531,113827,166698,155413,147526,406989,254008,139423,71526,623884,259697,13908701
2007/Jan,2405522,141042,164456,1106711,296952,203834,684298,515821,169314,1067723,276778,568219,108005,652275,116316,92899,569945,1159470,291210,102256,353744,426868,113209,164800,153592,146926,406492,250485,137443,71543,618013,258440,13794601
2006/Dec,2406448,141567,163868,1097583,290958,203875,674875,513502,168345,1057781,273254,562175,107296,651538,113128,90834,568067,1147143,288360,98951,350759,411310,113223,166143,149470,147319,402018,242477,138189,69978,610170,257888,13678492
2006/Nov,2449839,142485,164994,1127066,302505,206640,694153,524598,173994,1079032,278592,576685,108790,675743,118087,92099,581375,1168371,291782,102069,359416,425157,114859,170023,156394,148453,411310,248555,141182,74245,611803,261018,13981314
2006/Oct,2427348,140606,162019,1119275,301655,204594,694248,524550,173654,1074657,276482,573254,108832,681818,116170,90728,579327,1157739,288558,101818,354461,424306,113718,169652,154708,148436,409765,243298,140001,74229,604174,260248,13894328
2006/Sep,2407016,138499,160271,1104413,297486,201016,689607,521834,173105,1061927,274334,569228,108426,668255,112358,90463,574430,1147420,284936,99890,349760,418924,113289,170151,154732,146957,405065,241939,138575,73437,599763,259181,13756687
2006/Aug,2389987,136647,159327,1095742,295547,199347,692258,521405,174108,1057982,272628,569099,108104,664047,112246,88995,567515,1138666,283315,100304,343488,412828,112828,167734,153931,148217,405345,242408,136703,73068,595125,257987,13676931
2006/Jul,2379293,137423,157636,1090755,292942,197583,686506,520209,174418,1049755,271897,564874,107478,661369,109562,89953,566365,1132219,280969,100201,341667,413573,111580,166049,152223,148877,405789,240248,135404,72516,588361,256844,13604538
2006/Jun,2370957,134660,158481,1084938,291920,196073,681903,518701,174591,1042478,271316,560981,107594,655679,109538,88995,563249,1129262,280155,100921,340381,415431,110316,164959,151690,148820,404886,236847,135201,72821,588874,258022,13550640
2006/May,2355111,134306,159979,1077214,288303,193812,681263,515592,173108,1034853,271054,562357,107002,651641,109207,90023,557051,1121279,278086,101492,339207,417399,109426,162890,150338,148116,404495,235084,134595,72540,592362,257330,13486515
2006/Apr,2337546,135840,159425,1068991,284618,193274,673850,510115,170767,1024094,272444,558950,105628,642922,107523,89362,548683,1116487,277421,101291,342324,414193,109391,163492,149327,148467,403266,231902,133798,71722,599728,255668,13402509
2006/Mar,2333458,136026,158832,1066273,283918,191779,673048,507414,169390,1022415,272642,559044,105414,639137,108548,89763,548841,1119209,279950,101313,346914,412119,108267,162093,149172,148587,403099,231409,134177,71458,602982,255696,13392387
2006/Feb,2317982,134273,156828,1050469,280367,189904,669150,503474,167660,1014326,269977,557022,104837,632182,106193,88791,544472,1109025,276125,101333,348260,411431,107478,160216,148794,146981,400340,227077,133037,70810,602893,253578,13285285
2006/Jan,2304556,133084,156626,1041468,277689,188115,665138,498765,166675,1006905,266672,553874,104340,626890,104083,88114,539547,1101257,272702,99653,344124,406581,106297,157861,148326,146360,396297,222711,131168,70529,594593,253495,13174495
2005/Dec,2307721,135085,156024,1030654,272724,187024,658136,496819,165840,996746,263156,546264,104798,618515,101986,88541,535376,1095746,271652,96465,339783,389887,105758,157841,143175,148378,394036,215265,128974,71162,584564,253470,13061565
2005/Nov,2345139,134416,157370,1056864,282271,190540,673733,507645,172209,1017175,266533,560036,106200,641947,104832,88746,548612,1113239,272675,97147,343502,402622,107500,160838,152160,149997,404808,223512,132327,73372,583570,255625,13327162
2005/Oct,2337303,132207,156304,1048528,280621,190011,671094,505418,172181,1009448,262524,552969,106360,640911,103037,87967,545526,1099330,270306,94724,340973,401637,107388,158101,152391,147714,401832,226259,130315,73074,575481,252567,13234501
2005/Sep,2323208,130802,155607,1035283,278580,189799,663193,503791,170433,997576,259253,547371,106018,633439,100674,86921,539384,1088567,267295,92892,337126,392711,106469,157754,151973,144637,401127,227982,128740,72413,572883,250353,13114254
2005/Aug,2307552,130076,154137,1028703,275381,189211,654275,500537,171110,990879,257323,541042,105915,627972,99222,85859,535534,1079119,266391,92913,328992,385958,106175,156826,151041,143406,403058,227886,126644,72671,568632,250170,13014610
2005/Jul,2274857,132518,153364,1022659,271261,188483,643962,495661,171288,982189,253932,531179,104560,627610,97541,84964,534384,1077279,264321,92193,324649,382268,104528,154785,148047,143189,403271,226424,125720,73107,563646,250562,12904401
2005/Jun,2265485,130966,153457,1025605,272612,189295,645238,497200,172337,981999,253926,532943,104307,626288,98013,86049,534274,1077808,264284,93149,325349,388536,104194,154197,147331,142468,403491,226385,126384,73923,560076,253452,12911021
2005/May,2256989,129728,154746,1022990,270424,187493,643158,497276,169960,978266,256188,535751,104053,621225,96530,86548,530456,1076803,269246,93917,324985,386519,104274,152770,146981,144164,404714,224372,125422,73786,561410,253022,12884166
2005/Apr,2244635,129014,154095,1027804,268462,187162,638258,496331,169039,975067,257100,533570,103606,616320,95806,86617,526369,1074608,268942,93206,325056,382801,104223,152777,147401,145992,401720,224263,124549,73580,571403,252980,12852756
2005/Mar,2230035,131907,153970,1021456,266374,186735,635322,494913,167850,970327,255925,531395,103375,612984,94633,86711,524306,1074159,269954,93192,328263,379266,102456,151920,145926,144138,399316,220441,125230,72910,572653,250977,12799019
2005/Feb,2223476,130189,153860,1025527,266871,186458,634371,494898,166943,967098,256292,530818,103087,608870,93648,86633,526175,1073734,269513,94512,329980,382323,101893,150913,146716,142777,398267,219483,126231,73005,574198,250131,12788890
2005/Jan,2210141,128580,152141,1018866,265940,183521,631326,490787,165626,959645,253935,526378,102284,605452,92365,85720,523185,1067563,266864,93766,326758,376924,101832,149914,145832,142226,396168,215652,123908,72606,572183,249037,12697125
2004/Dec,2219026,130576,151222,1012741,262002,182490,623493,488772,164952,953949,252075,519513,102553,602495,91908,85461,524098,1062895,265196,90968,325183,367133,102545,150287,142898,141753,394235,208655,122630,72069,570547,248557,12632877
2004/Nov,2256813,129591,153927,1042388,273427,186133,636951,497931,170200,972813,254269,530867,103122,623449,94519,86425,534172,1075523,266837,90056,329630,379241,104397,151545,150635,143741,401259,211652,125814,74733,567821,251507,12871388
2004/Oct,2236866,128756,151246,1033091,271559,183156,629554,495075,167742,965820,246997,522805,102666,621642,93194,83614,532269,1064156,262456,88965,325801,378034,103913,149561,148710,141935,398993,206218,123595,74078,556688,248243,12737398
2004/Sep,2226585,126799,150393,1024249,270351,182175,630743,493198,168270,962231,245150,520138,102716,620900,91737,84089,530779,1060955,260070,88068,324496,375381,103896,149296,148524,141894,398566,203227,122194,73895,555813,246949,12683727
2004/Aug,2216936,126124,150075,1016090,266706,180973,625556,492415,168937,954291,243938,516816,103835,612207,89970,82865,526275,1056251,259654,87569,318779,367952,102467,148333,149420,140391,397357,203446,121281,72131,553025,245189,12597254
2004/Jul,2207726,129534,150139,1011831,264592,180690,621873,490390,168946,949638,241791,510608,104133,607365,89007,83744,524926,1056562,259475,88251,318130,365834,100995,147494,148133,139986,396274,204509,119675,71548,551526,245529,12550854
2004/Jun,2205756,126706,150310,1010900,263050,179369,622362,491061,169573,952424,240299,509170,104917,603438,88876,82763,517760,1052893,258106,87905,315905,365736,100766,147778,148180,139758,393360,200912,118526,71503,549803,245473,12515338
2004/May,2201847,125591,151978,1007272,262144,178837,624082,491901,167696,948653,244650,510921,104194,595704,87540,83200,517406,1053918,257214,87424,315807,362050,101584,146594,148849,139368,392628,198424,118315,71001,553067,245308,12495167
2004/Apr,2195912,126139,152382,1006403,261412,179840,624153,491467,166742,944656,245449,507889,103276,589002,88107,82984,516628,1058029,261072,90393,315568,358986,102471,147869,147957,139788,394021,200207,119361,70466,570692,245951,12505272
2004/Mar,2191139,126412,152931,1003512,261156,179476,622351,488614,165142,944974,245154,506273,103287,583795,87661,82795,517303,1056463,260659,90267,315762,355490,101797,147081,145716,140209,391331,199145,120798,69803,577294,244739,12478529
2004/Feb,2168953,124896,150882,995557,260081,177737,618474,480988,163388,934641,242279,500731,102540,575262,84594,81829,512844,1045612,257921,88780,313924,350536,102253,146116,144156,140406,386216,195447,120473,68840,573689,241620,12351665
2004/Jan,2163179,124039,150283,993145,257160,178088,616584,478125,161832,930394,239808,498193,102417,570657,83801,81856,510532,1040993,256164,88002,312408,346002,102242,145873,143727,140776,385110,192318,119981,68727,570562,241022,12294000
2003/Dec,2177273,127191,150007,985656,246867,177439,614863,476813,160267,929294,237158,494122,102185,567173,82517,82191,512520,1041281,251844,86888,312507,343068,102080,147109,140597,141751,387417,186421,118678,68954,564202,241248,12257581
2003/Nov,2209548,125954,151849,1015942,258078,180856,629864,483637,164926,943299,238622,502067,103128,583520,84021,82339,519968,1047273,254285,85509,318197,351799,102520,150536,146796,142877,393608,190011,121337,71077,564303,244968,12462714
2003/Oct,2201892,124015,149510,1012864,256548,181070,626274,482606,162913,944455,238175,499711,102766,585503,84372,82564,520113,1044767,253485,84117,318720,354276,101362,149596,147523,141261,393784,188049,120236,71466,559281,244097,12427371
2003/Sep,2180200,121816,149001,1006921,254472,178826,620205,479405,160423,937885,237744,494664,101455,581655,83344,81425,516189,1035397,251314,82371,315749,350608,101522,148395,146369,139649,392417,186388,119109,71076,555150,242197,12323341
2003/Aug,2170440,121471,147967,1000521,253206,178184,611152,478756,159867,930508,236004,491511,101459,571815,82380,79443,513202,1027412,251219,82347,309959,343715,100295,146201,145286,138156,390526,187458,118013,70535,550225,240531,12229764
2003/Jul,2174058,123390,147909,1003355,254516,180435,610620,482969,161455,932752,236107,493047,101724,572891,82748,80070,513584,1028176,251948,83002,313041,345721,99552,145182,145536,138855,396690,188632,119316,71125,549584,242153,12270143
2003/Jun,2174261,120241,148021,1007289,254690,181066,607653,484356,162770,934972,236499,494233,101687,570434,82186,79124,514344,1025662,253319,83456,312673,346385,97836,143892,146680,138140,398010,185550,119405,72103,551842,241847,12270626
2003/May,2174820,120507,148627,1008931,253669,180085,609263,486117,162867,933594,240162,497100,101428,565837,81783,79451,515541,1026751,253788,85469,310544,344567,96904,143733,146426,138560,397462,182816,117364,72132,554045,238713,12269056
2003/Apr,2180697,120288,151128,1011916,255565,182889,613508,489539,163409,937300,242137,499603,102135,566629,81403,79404,517983,1034680,255503,84247,310717,343806,96867,142639,147004,139742,400018,183977,118310,72366,572395,239749,12337553
2003/Mar,2177394,120158,150738,1013432,254028,180962,616589,491139,164689,940529,242272,500954,102157,565729,81379,78888,519749,1034228,256792,83554,312889,343027,95775,141664,147535,139433,399224,183052,118645,73578,579825,238250,12348257
2003/Feb,2171695,120152,150117,1011632,252677,180560,616902,491468,165337,936833,242482,501301,101953,562832,80725,79187,515378,1034757,254358,81906,314234,342426,94462,140949,147271,140344,399561,181365,117424,73730,578189,239389,12321596
2003/Jan,2167244,119141,148982,1008261,249770,180198,616000,491967,164165,932684,241825,500186,101762,562319,79998,79226,511960,1031082,253006,81469,312069,341089,93414,140163,145496,139371,398901,179926,116194,72763,570138,238700,12269469
2002/Dec,2181538,122269,147535,1000849,243957,179997,614554,490289,163293,929240,239100,497503,101815,559480,79548,79873,515079,1029691,251319,79339,311369,338982,93560,141325,141358,139006,398713,176359,113346,72409,559864,239742,12232301
2002/Nov,2217821,121596,148302,1033995,254786,182945,629503,502414,169155,947379,242098,506320,102647,577544,83438,80339,524875,1046838,253504,81283,317155,347307,94510,143157,149686,139786,405770,179664,115332,76497,555704,241267,12472617
2002/Oct,2206763,121114,147819,1034135,255620,183431,634581,504671,172685,948327,241176,509494,102378,583368,83386,79796,522659,1038774,253984,79669,316264,349567,94358,141396,149528,140374,404948,175707,113367,76586,552493,239202,12457620
2002/Sep,2194751,119852,147034,1031595,253972,183072,631701,505887,171923,944665,240657,506472,101753,583456,83041,79276,519084,1029827,251018,78460,313438,349038,94485,140242,150458,137209,404288,175762,111046,76571,550282,240206,12400521
2002/Aug,2190315,120057,146029,1027097,253339,182700,628635,502026,171090,938016,239658,504909,101549,578488,83145,79500,514202,1022753,249924,78340,308825,343714,94965,139011,151551,136016,403270,178371,109914,76357,545515,241181,12340462
2002/Jul,2198713,122613,145796,1027919,255134,182472,632070,502590,171927,938826,239930,507272,101699,579752,82358,80098,512633,1023783,251002,78454,310859,346991,95498,138157,150501,136513,407596,178873,109033,76684,542175,240763,12368684
2002/Jun,2188666,119078,146309,1021505,251443,181020,631247,497747,169646,933284,238171,506049,100888,574561,81248,79080,508340,1017493,249935,77709,308821,347927,95199,135285,149088,133987,400863,174195,108289,76263,545091,239729,12288156
2002/May,2193416,119090,147644,1024525,250646,181022,638636,500785,169316,936429,239168,511269,101081,573127,81303,81178,510499,1020616,251637,77835,312317,350619,96567,136959,149039,133968,401778,172412,110425,75423,549791,239543,12338063
2002/Apr,2185288,118754,149500,1021359,250153,181271,640970,498567,167465,932966,241847,513371,100992,570076,81544,81242,509661,1025252,253436,80401,315626,349538,95838,137146,148821,134791,401346,172640,111239,75602,567541,238447,12352690
2002/Mar,2169495,120747,148698,1007601,244917,176646,633448,491361,164456,918673,238740,508709,100256,563904,80068,80360,505247,1017902,253058,79363,309850,343917,94455,136084,145339,133928,393427,173212,111217,73430,566657,235922,12221087
2002/Feb,2181738,118938,149268,1011840,246611,176821,634970,491665,165030,922116,240017,510029,100711,566615,81111,80981,507815,1021306,254470,82854,313919,349715,93816,136104,147783,133902,394725,170181,111620,74110,567856,236574,12275211
2002/Jan,2174581,117921,148677,1006224,243994,176427,631830,490534,163993,919616,237684,508174,100230,562076,80043,80174,504790,1011211,253636,82285,307139,343814,92942,134788,146677,133888,395025,166999,110756,73454,560471,235460,12195513
2001/Dec,2184227,121147,148049,1001897,238619,178298,635198,486334,161672,917224,234151,506431,100379,559272,78633,80006,506792,1011723,250347,79682,305191,344139,93137,136295,143017,134080,396683,164623,110331,73232,553590,236546,12170945
2001/Nov,2232626,121035,150013,1038228,250528,182563,650105,497273,165925,937081,236397,519486,101482,580079,82888,80600,514544,1028481,253938,79814,312408,353878,94335,137929,150826,136805,405915,167798,114058,75974,557916,240538,12451466
2001/Oct,2222841,119505,148629,1037874,250494,182118,654331,498158,164905,935627,235167,519872,101573,588770,83007,79489,510771,1023232,252312,79214,313002,355213,93833,136088,150678,136086,403505,167008,113318,76347,549980,240572,12423519
2001/Sep,2210199,118304,148326,1032744,245694,180835,659171,495950,166271,930811,232421,516451,100802,592472,82434,78003,507375,1015693,250211,78109,308511,354347,92164,135366,149826,133464,402430,171310,111055,76935,541939,239042,12358665
2001/Aug,2213246,121874,148330,1037584,246276,181700,660809,500113,167622,933936,232427,520355,100212,595336,83924,78065,505428,1017448,251318,79774,304070,356057,91234,134770,151975,132263,407488,179354,109890,76960,545987,240271,12406096
2001/Jul,2214810,123664,148048,1033067,245082,182837,663950,503735,170015,935340,230757,521525,99995,597580,83721,77200,504537,1015524,250002,79996,304609,358404,90359,133765,150965,132703,413853,179959,108651,77565,544690,239668,12416576
2001/Jun,2204580,122047,147517,1032575,247003,183217,670114,504622,171305,930815,233484,520407,100496,600781,83257,75939,505455,1012668,248398,80972,303782,366541,89002,134221,150879,131872,413571,177218,108566,77967,551519,238116,12418906
2001/May,2208971,122253,149807,1034054,248052,184391,684181,509112,173773,934229,236355,526923,100616,604768,83396,77332,504648,1017168,249856,81627,306023,372227,87443,133272,151933,131669,418488,177607,110221,78928,567700,238082,12505105
2001/Apr,2209909,124507,150088,1029853,247868,185603,691107,511366,174822,936141,237108,526060,99477,607461,84020,76575,504744,1021573,251186,79982,309786,372844,86319,135303,151622,132027,418385,177155,111031,78217,574076,237958,12534173
2001/Mar,2201602,124540,150785,1027911,247975,184271,695108,511469,177263,937837,236502,527930,99671,609655,83447,76219,505092,1026253,249269,80347,310811,373828,84459,134201,151227,131338,418155,178218,111919,77826,568901,236221,12530250
2001/Feb,2203582,124417,150515,1028654,249295,184084,703970,512799,180392,941459,234575,530465,99412,613397,82881,76292,505906,1033583,248700,84059,311076,380420,83131,133680,150277,130979,417238,175119,111686,78342,563828,235145,12559358
2001/Jan,2198707,122718,149336,1024979,248709,182726,711708,515976,181940,939618,231732,530768,98637,613322,81555,76372,503868,1034052,245850,83537,309290,376910,81599,132900,149646,130396,416675,171640,109541,77039,558287,235916,12525949
2000/Dec,2211549,125416,148600,1010610,240580,182095,707367,514143,180061,930562,227804,525266,98443,604748,80332,76106,504450,1034215,242066,80711,301632,369546,80826,134244,145816,129790,417972,167872,108177,76276,544359,236126,12437760
2000/Nov,2259934,125118,150311,1052787,252870,187520,728817,529444,185844,957337,230316,541857,98987,633808,84155,76427,515917,1054346,245491,80688,309827,386642,82268,137721,153830,131051,427685,171738,114378,80657,549618,240125,12777514
2000/Oct,2246982,123664,149397,1045597,252368,186975,731866,528082,185057,953424,230364,540851,98513,634302,83656,76092,510169,1046247,245112,79812,309327,386230,80862,137782,153645,131088,426225,167644,112889,80719,550550,239002,12724493
2000/Sep,2231049,122312,148390,1030393,250680,185179,724819,521913,182596,947376,228717,534490,97798,629450,81615,74877,504497,1035137,242922,78679,306526,381076,80268,138205,151071,129633,422781,168483,112346,79783,545616,236979,12605656
2000/Aug,2235758,122536,147683,1020978,249924,184313,720650,520663,181589,947491,228942,531375,97290,629778,80266,74927,500573,1028391,239878,78292,302047,375255,79174,136675,151317,128497,420189,169561,111787,79436,543699,235789,12554723
2000/Jul,2231644,123935,147399,1011668,248992,183954,719427,517627,183214,943755,228545,527395,96088,628718,79839,74657,497769,1019506,240115,78858,300294,370578,78687,135067,147875,128227,419042,167488,109400,79594,540431,234845,12494633
2000/Jun,2221896,120093,148655,1001638,247206,181618,711126,514799,181838,936315,227474,524990,94853,623309,79202,73171,493141,1006280,240454,78767,300408,371987,77233,132150,146709,127691,414506,165062,106456,78180,545450,232901,12405558
2000/May,2211483,119347,151310,993549,243442,179934,705435,511517,180640,930733,226878,521524,93245,613290,78752,74571,486936,1002441,240016,78230,300757,367185,76592,130925,145878,127292,415618,163968,104736,77179,561395,230265,12345063
2000/Apr,2194102,120903,150978,980937,239860,179954,696754,507962,178819,922445,229421,511554,92552,602406,79110,74567,483283,999403,240211,80342,302738,358868,75793,131058,144716,127103,411621,162436,104904,75838,564155,229216,12254009
2000/Mar,2194359,119736,149681,981669,239572,178610,697243,508533,179908,927059,230517,511636,92251,602750,79143,74590,484050,1001069,242301,80441,303741,359179,76205,130535,145504,126160,410074,162379,104106,75328,564028,226484,12258841
2000/Feb,2179928,118928,148509,972710,237111,176183,691790,503590,179403,918950,228334,504441,91610,594388,77722,73268,480440,995832,240110,80555,305292,362144,75720,129454,144221,125958,404534,157957,101954,74535,557037,225825,12158433
2000/Jan,2166242,117122,148278,963208,233811,172842,684949,500881,178572,912930,224100,499176,91166,585334,76417,72899,477200,986809,236908,79982,300159,353454,75369,127977,142152,125864,400283,155477,99651,73394,546525,224964,12034095
1999/Dec,2163524,118862,148521,946977,228626,171448,670267,493445,175123,903295,219876,488658,90776,573196,74583,72593,476498,986121,232824,78300,295205,346444,76323,127582,137764,125706,402488,154171,97152,71928,532655,224181,11905112
1998/Dec,2094748,118456,141711,894516,205551,157149,630685,453509,164399,835889,207118,453016,84587,524454,71284,67365,441633,926290,219404,80574,295295,325868,74483,119788,126668,125038,375791,151492,94844,67995,508452,205178,11243230
1997/Dec,2031712,114734,133429,841151,189466,145759,583828,424975,157640,785170,195526,411423,79756,487879,65164,62968,406633,862479,210869,72986,267862,309199,65983,102122,118629,119122,334939,129679,95273,60984,483015,186363,10536717
